,id,общая информация,Дата,Команда1,счет1,Команда2,счет2,xG1,xG2,Удары1,Удары2,Удары в створ1,Удары в створ2,Сейвы1,Сейвы2,Владение %1,Владение %2,Угловые1,Угловые2,Нарушения1,Нарушения2,Офсайды1,Офсайды2,Желтые карточки1,Желтые карточки2,Красные карточки1,Красные карточки2,Атаки1,Атаки2,Опасные атаки1,Опасные атаки2,Передачи1,Передачи2,Точность передач %1,Точность передач %2,Штрафные удары1,Штрафные удары2,Вбрасывания1,Вбрасывания2,Навесы1,Навесы2,Температура,Признак погоды,дата ПМ1,Пголы1,Пза матч1,Ппобед1,Пничьи1,Ппорож1,дата ПМ2,Пголы2,Пза матч2,Ппобед2,Пничьи2,Ппорож2,поб1,X,поб2,ТМ 2.5,ТБ 2.5
45,1736871,"Кубок Германии, 1/4 финала, 05.04.2023 21:45",05.04.2023 21:45,РБ Лейпциг,2,Боруссия Дортмунд,0,20.0,2.0,11.0,1.0,3.0,0.0,1.0,9.0,45.0,55.0,9.0,1.0,9.0,7.0,2.0,0.0,2.0,4.0,0.0,0.0,111.0,106.0,52.0,28.0,493.0,596.0,79.0,84.0,7.0,11.0,22.0,32.0,20.0,9.0,+22°C,солнечно,"01.04, 16:30",4.0,0.8,1.0,0.0,4.0,"01.04, 19:30",12.0,2.4,2.0,1.0,2.0,2.03,3.92,3.94,2.15,1.86
46,1736872,"Бундеслига, 6-й тур, регулярный сезон, 11.09.2022 18:30",11.09.2022 18:30,Фрайбург,0,Боруссия М,0,1.1,1.31,13.0,14.0,8.0,5.0,5.0,8.0,42.0,58.0,7.0,6.0,13.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,108.0,93.0,67.0,32.0,399.0,540.0,79.0,87.0,6.0,15.0,17.0,13.0,23.0,14.0,+27°C,солнечно,"08.09.22, 22:00",8.0,1.6,4.0,0.0,1.0,"04.09.22, 18:30",7.0,1.4,2.0,2.0,1.0,2.2,3.8,3.52,2.41,1.7
47,1736873,"Бундеслига, 6-й тур, регулярный сезон, 11.09.2022 16:30",11.09.2022 16:30,Кёльн,0,Унион Берлин,1,0.88,1.36,7.0,12.0,2.0,3.0,2.0,2.0,53.0,47.0,7.0,8.0,15.0,12.0,1.0,1.0,4.0,1.0,1.0,0.0,106.0,103.0,50.0,55.0,405.0,351.0,84.0,77.0,11.0,13.0,25.0,25.0,23.0,18.0,+24°C,солнечно,"08.09.22, 20:40",9.0,1.8,2.0,3.0,0.0,"08.09.22, 19:45",9.0,1.8,2.0,2.0,1.0,2.48,3.38,2.97,1.89,1.97
48,1736874,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 16:30",10.09.2022 16:30,Хоффенхайм,4,Майнц,1,4.9,1.15,21.0,10.0,9.0,2.0,1.0,5.0,62.0,38.0,7.0,5.0,9.0,13.0,2.0,1.0,3.0,2.0,0.0,1.0,142.0,78.0,43.0,32.0,572.0,308.0,89.0,75.0,11.0,10.0,17.0,23.0,20.0,11.0,+22°C,солнечно,"02.09.22, 21:30",8.0,1.6,3.0,0.0,2.0,"04.09.22, 18:30",5.0,1.0,3.0,1.0,1.0,2.46,3.55,2.88,2.21,1.71
49,1736875,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 16:30",10.09.2022 16:30,Айнтрахт Франкфурт,0,Вольфсбург,1,0.93,0.95,11.0,6.0,0.0,3.0,2.0,0.0,61.0,39.0,10.0,5.0,16.0,13.0,3.0,2.0,2.0,4.0,0.0,0.0,126.0,61.0,51.0,23.0,523.0,296.0,83.0,73.0,13.0,19.0,24.0,18.0,26.0,13.0,+24°C,солнечно,"07.09.22, 19:45",10.0,2.0,2.0,2.0,1.0,"03.09.22, 16:30",4.0,0.8,0.0,2.0,3.0,1.88,3.86,4.1,2.26,1.68
50,1736876,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 16:30",10.09.2022 16:30,Герта,2,Байер,2,2.51,1.79,17.0,11.0,6.0,5.0,3.0,4.0,46.0,54.0,3.0,5.0,15.0,16.0,1.0,0.0,3.0,1.0,0.0,0.0,113.0,98.0,40.0,38.0,305.0,456.0,78.0,81.0,12.0,14.0,14.0,23.0,14.0,18.0,+23°C,солнечно,"04.09.22, 16:30",4.0,0.8,1.0,1.0,3.0,"07.09.22, 22:00",6.0,1.2,1.0,0.0,4.0,3.92,4.1,1.87,2.36,1.53
51,1736877,"Бундеслига, 6-й тур, регулярный сезон, 10.09.2022 19:30",10.09.2022 19:30,Шальке,3,Бохум,1,1.88,0.8,20.0,9.0,8.0,2.0,1.0,5.0,48.0,52.0,3.0,8.0,12.0,16.0,1.0,2.0,2.0,3.0,0.0,0.0,93.0,101.0,30.0,47.0,316.0,380.0,74.0,70.0,16.0,13.0,21.0,22.0,15.0,36.0,+23°C,солнечно,"03.09.22, 16:30",5.0,1.0,0.0,3.0,2.0,"03.09.22, 16:30",3.0,0.6,0.0,0.0,5.0,2.09,3.8,3.4,2.24,1.69
52,1736878,"Бундеслига, 6-й тур, регулярный сезон, 09.09.2022 21:30",09.09.2022 21:30,Вердер,0,Аугсбург,1,2.18,1.61,11.0,14.0,6.0,5.0,4.0,6.0,60.0,40.0,3.0,7.0,12.0,12.0,1.0,4.0,4.0,5.0,0.0,0.0,120.0,91.0,38.0,35.0,493.0,204.0,79.0,49.0,11.0,12.0,20.0,27.0,17.0,15.0,+20°C,солнечно,"03.09.22, 16:30",12.0,2.4,2.0,2.0,1.0,"04.09.22, 16:30",3.0,0.6,1.0,0.0,4.0,1.5,4.75,6.3,2.45,1.59
53,1736879,"Бундеслига, 7-й тур, регулярный сезон, 17.09.2022 16:30",17.09.2022 16:30,Боруссия Дортмунд,1,Шальке,0,2.89,0.11,19.0,3.0,7.0,0.0,0.0,6.0,60.0,40.0,11.0,3.0,12.0,14.0,3.0,3.0,3.0,2.0,0.0,0.0,163.0,62.0,84.0,29.0,560.0,286.0,83.0,68.0,13.0,14.0,21.0,28.0,32.0,11.0,+21°C,солнечно,"14.09.22, 22:00",6.0,1.2,3.0,0.0,2.0,"10.09.22, 19:30",7.0,1.4,1.0,3.0,1.0,1.42,5.25,7.1,2.66,1.43
54,1736880,"Бундеслига, 7-й тур, регулярный сезон, 17.09.2022 16:30",17.09.2022 16:30,Байер,1,Вердер,1,1.98,2.38,19.0,19.0,7.0,7.0,6.0,6.0,54.0,46.0,9.0,6.0,5.0,14.0,1.0,2.0,2.0,3.0,0.0,0.0,133.0,95.0,52.0,36.0,476.0,424.0,85.0,83.0,15.0,6.0,26.0,14.0,20.0,16.0,+27°C,солнечно,"13.09.22, 22:00",9.0,1.8,2.0,1.0,2.0,"09.09.22, 21:30",10.0,2.0,2.0,1.0,2.0,1.66,4.65,5.4,2.56,1.46
55,1736881,"Бундеслига, 7-й тур, регулярный сезон, 18.09.2022 16:30",18.09.2022 16:30,Унион Берлин,2,Вольфсбург,0,1.57,0.23,16.0,5.0,4.0,0.0,0.0,2.0,50.0,50.0,4.0,1.0,18.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,109.0,110.0,48.0,21.0,434.0,479.0,82.0,84.0,3.0,18.0,25.0,24.0,22.0,5.0,+23°C,солнечно,"15.09.22, 22:00",8.0,1.6,2.0,1.0,2.0,"10.09.22, 16:30",3.0,0.6,1.0,1.0,3.0,2.16,3.28,3.74,1.73,2.18
56,1736882,"Бундеслига, 7-й тур, регулярный сезон, 16.09.2022 21:30",16.09.2022 21:30,Майнц,1,Герта,1,0.79,0.42,12.0,4.0,2.0,2.0,1.0,1.0,56.0,44.0,4.0,3.0,12.0,10.0,4.0,2.0,3.0,5.0,0.0,0.0,123.0,95.0,48.0,31.0,439.0,321.0,71.0,70.0,13.0,16.0,33.0,20.0,16.0,7.0,+23°C,переменная облачность,"10.09.22, 16:30",4.0,0.8,2.0,1.0,2.0,"10.09.22, 16:30",5.0,1.0,1.0,2.0,2.0,1.77,4.05,4.5,2.12,1.77
57,1736883,"Бундеслига, 7-й тур, регулярный сезон, 18.09.2022 20:30",18.09.2022 20:30,Хоффенхайм,0,Фрайбург,0,1.13,0.82,10.0,14.0,3.0,4.0,4.0,3.0,52.0,48.0,5.0,3.0,15.0,9.0,4.0,2.0,1.0,2.0,0.0,0.0,98.0,118.0,38.0,60.0,451.0,466.0,84.0,84.0,10.0,18.0,16.0,17.0,19.0,16.0,+22°C,солнечно,"10.09.22, 16:30",11.0,2.2,4.0,0.0,1.0,"15.09.22, 19:45",9.0,1.8,4.0,1.0,0.0,2.25,3.52,3.26,2.05,1.7
58,1736884,"Бундеслига, 7-й тур, регулярный сезон, 17.09.2022 19:30",17.09.2022 19:30,Боруссия М,3,РБ Лейпциг,0,3.24,1.27,21.0,13.0,10.0,6.0,6.0,7.0,47.0,53.0,8.0,3.0,14.0,14.0,0.0,2.0,2.0,2.0,0.0,0.0,89.0,105.0,41.0,57.0,420.0,506.0,82.0,85.0,16.0,13.0,21.0,19.0,11.0,21.0,+23°C,солнечно,"11.09.22, 18:30",4.0,0.8,1.0,3.0,1.0,"14.09.22, 22:00",12.0,2.4,2.0,0.0,3.0,3.2,3.94,2.3,2.35,1.73
59,1736885,"Бундеслига, 7-й тур, регулярный сезон, 18.09.2022 18:30",18.09.2022 18:30,Бохум,1,Кёльн,1,0.27,2.03,7.0,18.0,0.0,3.0,2.0,0.0,39.0,61.0,4.0,8.0,12.0,8.0,1.0,3.0,0.0,1.0,0.0,0.0,82.0,156.0,18.0,75.0,281.0,526.0,70.0,85.0,9.0,11.0,20.0,32.0,7.0,46.0,+21°C,солнечно,"10.09.22, 19:30",3.0,0.6,0.0,0.0,5.0,"15.09.22, 22:00",9.0,1.8,2.0,2.0,1.0,3.35,3.9,2.08,2.39,1.62
60,1736886,"Бундеслига, 7-й тур, регулярный сезон, 17.09.2022 16:30",17.09.2022 16:30,Аугсбург,1,Бавария,0,1.95,3.01,9.0,21.0,4.0,7.0,7.0,3.0,32.0,68.0,2.0,8.0,16.0,9.0,2.0,1.0,3.0,1.0,0.0,0.0,91.0,123.0,42.0,72.0,154.0,643.0,51.0,84.0,10.0,18.0,17.0,20.0,9.0,26.0,+22°C,переменная облачность,"09.09.22, 21:30",4.0,0.8,2.0,0.0,3.0,"13.09.22, 22:00",12.0,2.4,3.0,2.0,0.0,14.25,8.6,1.18,3.98,1.19
61,1736887,"Кубок Германии, 1/2 финала, 03.05.2023 21:45",03.05.2023 21:45,Штутгарт,2,Айнтрахт Франкфурт,3,13.0,11.0,7.0,4.0,3.0,1.0,1.0,5.0,54.0,46.0,3.0,6.0,18.0,14.0,4.0,0.0,6.0,4.0,1.0,0.0,117.0,89.0,44.0,43.0,512.0,435.0,84.0,80.0,14.0,21.0,17.0,15.0,19.0,18.0,+22°C,солнечно,"29.04, 16:30",10.0,2.0,3.0,2.0,0.0,"29.04, 16:30",5.0,1.0,1.0,2.0,2.0,2.6,3.25,2.7,1.8,1.98
62,1736888,"Бундеслига, 8-й тур, регулярный сезон, 30.09.2022 21:30",30.09.2022 21:30,Бавария,4,Байер,0,2.55,0.86,20.0,10.0,10.0,5.0,5.0,6.0,60.0,40.0,6.0,2.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,72.0,68.0,23.0,643.0,403.0,89.0,85.0,4.0,9.0,18.0,13.0,15.0,8.0,+22°C,солнечно,"17.09.22, 16:30",7.0,1.4,2.0,2.0,1.0,"17.09.22, 16:30",7.0,1.4,1.0,2.0,2.0,1.38,6.35,8.3,3.48,1.27
63,1736889,"Бундеслига, 8-й тур, регулярный сезон, 01.10.2022 16:30",01.10.2022 16:30,РБ Лейпциг,4,Бохум,0,4.36,0.27,17.0,2.0,9.0,1.0,1.0,5.0,68.0,32.0,7.0,2.0,8.0,8.0,2.0,0.0,0.0,2.0,0.0,0.0,145.0,53.0,70.0,13.0,738.0,289.0,91.0,76.0,6.0,9.0,23.0,14.0,16.0,11.0,+22°C,солнечно,"17.09.22, 19:30",4.0,0.8,1.0,0.0,4.0,"18.09.22, 18:30",2.0,0.4,0.0,1.0,4.0,1.27,6.3,11.25,2.59,1.45
64,1736890,"Бундеслига, 8-й тур, регулярный сезон, 01.10.2022 16:30",01.10.2022 16:30,Фрайбург,2,Майнц,1,2.23,1.91,13.0,17.0,6.0,7.0,6.0,4.0,51.0,49.0,5.0,5.0,9.0,15.0,0.0,2.0,2.0,4.0,0.0,0.0,115.0,123.0,41.0,37.0,470.0,409.0,78.0,74.0,14.0,8.0,21.0,15.0,14.0,15.0,+27°C,солнечно,"18.09.22, 20:30",8.0,1.6,3.0,2.0,0.0,"22.09.22, 15:00",5.0,1.0,1.0,1.0,3.0,2.15,3.6,3.42,1.93,1.93
65,1736891,"Бундеслига, 8-й тур, регулярный сезон, 01.10.2022 16:30",01.10.2022 16:30,Кёльн,3,Боруссия Дортмунд,2,1.97,3.15,20.0,21.0,16.0,13.0,11.0,13.0,46.0,54.0,7.0,11.0,14.0,10.0,9.0,3.0,4.0,3.0,0.0,0.0,78.0,110.0,38.0,50.0,347.0,484.0,78.0,84.0,13.0,21.0,15.0,21.0,16.0,25.0,+24°C,солнечно,"18.09.22, 18:30",10.0,2.0,2.0,2.0,1.0,"17.09.22, 16:30",6.0,1.2,3.0,0.0,2.0,3.04,3.78,2.26,2.2,1.61
66,1736892,"Кубок Германии, 1/4 финала, 04.04.2023 19:00",04.04.2023 19:00,Айнтрахт Франкфурт,2,Унион Берлин,0,9.0,12.0,3.0,2.0,2.0,5.0,2.0,1.0,61.0,39.0,6.0,6.0,9.0,13.0,1.0,2.0,0.0,0.0,0.0,0.0,129.0,107.0,45.0,59.0,597.0,370.0,84.0,74.0,15.0,10.0,21.0,16.0,16.0,17.0,+24°C,солнечно,"31.03, 21:30",3.0,0.6,0.0,3.0,2.0,"01.04, 16:30",9.0,1.8,2.0,2.0,1.0,1.9,3.42,4.3,1.63,2.38
67,1736893,"Бундеслига, 8-й тур, регулярный сезон, 01.10.2022 16:30",01.10.2022 16:30,Вольфсбург,3,Штутгарт,2,3.0,2.32,20.0,15.0,7.0,7.0,5.0,4.0,55.0,45.0,8.0,5.0,16.0,14.0,1.0,0.0,3.0,5.0,0.0,0.0,93.0,86.0,47.0,29.0,416.0,327.0,84.0,80.0,12.0,15.0,20.0,17.0,22.0,17.0,+21°C,солнечно,"22.09.22, 14:00",3.0,0.6,1.0,1.0,3.0,"22.09.22, 16:00",6.0,1.2,1.0,3.0,1.0,2.51,3.4,2.91,1.77,2.12
68,1736894,"Бундеслига, 8-й тур, регулярный сезон, 02.10.2022 16:35",02.10.2022 16:35,Герта,1,Хоффенхайм,1,1.01,2.16,13.0,16.0,5.0,4.0,3.0,4.0,46.0,54.0,2.0,6.0,5.0,15.0,1.0,4.0,2.0,1.0,0.0,0.0,114.0,102.0,41.0,41.0,293.0,414.0,82.0,85.0,17.0,6.0,20.0,23.0,15.0,20.0,+23°C,солнечно,"22.09.22, 17:35",13.0,2.6,2.0,2.0,1.0,"18.09.22, 20:30",8.0,1.6,3.0,1.0,1.0,2.93,3.74,2.34,2.21,1.71
69,1736895,"Бундеслига, 8-й тур, регулярный сезон, 02.10.2022 18:30",02.10.2022 18:30,Шальке,2,Аугсбург,3,1.94,0.88,16.0,11.0,5.0,5.0,2.0,3.0,52.0,48.0,8.0,4.0,11.0,10.0,3.0,0.0,2.0,6.0,0.0,1.0,119.0,96.0,58.0,34.0,325.0,256.0,70.0,63.0,8.0,13.0,25.0,19.0,42.0,16.0,+23°C,солнечно,"22.09.22, 20:00",8.0,1.6,2.0,1.0,2.0,"22.09.22, 19:00",7.0,1.4,3.0,0.0,2.0,1.92,3.74,4.05,2.13,1.76
70,1736896,"Бундеслига, 8-й тур, регулярный сезон, 01.10.2022 19:30",01.10.2022 19:30,Вердер,5,Боруссия М,1,2.4,0.95,14.0,13.0,9.0,9.0,8.0,4.0,46.0,54.0,4.0,5.0,8.0,8.0,0.0,3.0,0.0,1.0,0.0,0.0,106.0,84.0,30.0,34.0,434.0,494.0,85.0,87.0,10.0,5.0,13.0,13.0,21.0,13.0,+20°C,солнечно,"17.09.22, 16:30",9.0,1.8,2.0,1.0,2.0,"17.09.22, 19:30",5.0,1.0,2.0,2.0,1.0,2.63,3.92,2.5,2.45,1.5
71,1736897,"Бундеслига, 9-й тур, регулярный сезон, 08.10.2022 19:30",08.10.2022 19:30,Боруссия Дортмунд,2,Бавария,2,1.91,1.28,13.0,9.0,6.0,3.0,1.0,4.0,47.0,53.0,7.0,4.0,8.0,11.0,0.0,2.0,3.0,6.0,0.0,1.0,114.0,115.0,37.0,47.0,425.0,554.0,80.0,86.0,12.0,8.0,20.0,21.0,17.0,10.0,+21°C,солнечно,"05.10.22, 22:00",8.0,1.6,2.0,0.0,3.0,"04.10.22, 19:45",13.0,2.6,3.0,1.0,1.0,4.33,4.75,1.78,2.89,1.37
72,1736898,"Бундеслига, 9-й тур, регулярный сезон, 08.10.2022 16:30",08.10.2022 16:30,Байер,4,Шальке,0,1.52,0.19,13.0,2.0,7.0,1.0,1.0,3.0,57.0,43.0,3.0,3.0,9.0,17.0,1.0,2.0,1.0,1.0,0.0,0.0,88.0,88.0,33.0,24.0,577.0,364.0,88.0,79.0,19.0,10.0,23.0,13.0,14.0,20.0,+27°C,солнечно,"04.10.22, 22:00",5.0,1.0,1.0,2.0,2.0,"02.10.22, 18:30",9.0,1.8,2.0,1.0,2.0,1.4,5.35,7.5,2.66,1.43
73,1736899,"Бундеслига, 9-й тур, регулярный сезон, 08.10.2022 16:30",08.10.2022 16:30,Майнц,1,РБ Лейпциг,1,0.69,1.75,9.0,12.0,3.0,3.0,2.0,2.0,38.0,62.0,4.0,2.0,12.0,12.0,4.0,3.0,1.0,1.0,0.0,0.0,106.0,118.0,55.0,38.0,336.0,611.0,71.0,85.0,14.0,16.0,30.0,20.0,23.0,15.0,+23°C,переменная облачность,"01.10.22, 16:30",6.0,1.2,1.0,1.0,3.0,"05.10.22, 19:45",10.0,2.0,3.0,0.0,2.0,3.35,3.72,2.3,2.19,1.83
74,1736900,"Бундеслига, 26-й тур, регулярный сезон, 02.04.2023 18:30",02.04.2023 18:30,Вердер,1,Хоффенхайм,2,1.04,1.47,12.0,8.0,5.0,2.0,0.0,4.0,53.0,47.0,1.0,6.0,11.0,16.0,5.0,2.0,3.0,4.0,0.0,0.0,104.0,107.0,55.0,57.0,502.0,340.0,82.0,79.0,13.0,18.0,15.0,17.0,19.0,17.0,+20°C,солнечно,"17.03, 21:30",8.0,1.6,1.0,1.0,3.0,"18.03, 16:30",4.0,0.8,1.0,0.0,4.0,2.11,3.78,3.2,2.38,1.63
75,1736901,"Бундеслига, 26-й тур, регулярный сезон, 02.04.2023 16:30",02.04.2023 16:30,Кёльн,0,Боруссия М,0,0.74,0.72,12.0,8.0,5.0,2.0,2.0,5.0,52.0,48.0,11.0,1.0,18.0,8.0,1.0,2.0,3.0,3.0,0.0,0.0,115.0,71.0,64.0,21.0,429.0,439.0,83.0,84.0,9.0,17.0,31.0,22.0,43.0,9.0,+24°C,солнечно,"23.03, 20:00",1.0,0.2,0.0,1.0,4.0,"17.03, 21:30",5.0,1.0,1.0,2.0,2.0,2.17,3.55,3.24,1.98,1.89
76,1736902,"Бундеслига, 9-й тур, регулярный сезон, 08.10.2022 16:30",08.10.2022 16:30,Бохум,3,Айнтрахт Франкфурт,0,0.62,0.7,11.0,11.0,6.0,2.0,2.0,3.0,46.0,54.0,9.0,4.0,12.0,10.0,2.0,1.0,2.0,1.0,0.0,0.0,109.0,88.0,42.0,52.0,287.0,367.0,67.0,74.0,12.0,12.0,31.0,21.0,19.0,17.0,+21°C,солнечно,"01.10.22, 16:30",2.0,0.4,0.0,1.0,4.0,"04.10.22, 22:00",6.0,1.2,3.0,1.0,1.0,3.95,3.9,1.9,2.13,1.76
77,1736903,"Бундеслига, 9-й тур, регулярный сезон, 08.10.2022 16:30",08.10.2022 16:30,Аугсбург,1,Вольфсбург,1,1.86,2.67,18.0,12.0,5.0,7.0,6.0,4.0,50.0,50.0,11.0,5.0,19.0,11.0,2.0,2.0,5.0,3.0,0.0,0.0,87.0,106.0,69.0,86.0,274.0,287.0,70.0,76.0,12.0,22.0,25.0,16.0,26.0,22.0,+22°C,переменная облачность,"02.10.22, 18:30",10.0,2.0,4.0,0.0,1.0,"01.10.22, 16:30",6.0,1.2,2.0,1.0,2.0,2.83,3.54,2.5,1.93,1.93
78,1736904,"Бундеслига, 9-й тур, регулярный сезон, 09.10.2022 20:30",09.10.2022 20:30,Штутгарт,0,Унион Берлин,1,0.89,0.94,9.0,7.0,3.0,4.0,3.0,3.0,51.0,49.0,2.0,5.0,12.0,10.0,0.0,0.0,3.0,3.0,1.0,0.0,122.0,101.0,34.0,38.0,424.0,393.0,86.0,82.0,6.0,10.0,26.0,25.0,23.0,16.0,+22°C,солнечно,"01.10.22, 16:30",8.0,1.6,1.0,2.0,2.0,"06.10.22, 19:45",4.0,0.8,3.0,0.0,2.0,2.92,3.02,2.77,1.55,2.55
79,1736905,"Бундеслига, 9-й тур, регулярный сезон, 09.10.2022 18:30",09.10.2022 18:30,Герта,2,Фрайбург,2,1.88,2.22,11.0,10.0,3.0,4.0,2.0,1.0,43.0,57.0,4.0,2.0,14.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,120.0,120.0,28.0,39.0,317.0,451.0,73.0,80.0,11.0,13.0,20.0,19.0,13.0,14.0,+23°C,солнечно,"02.10.22, 16:35",14.0,2.8,2.0,3.0,0.0,"06.10.22, 22:00",7.0,1.4,3.0,2.0,0.0,3.3,3.38,2.29,1.92,1.94
80,1736906,"Бундеслига, 27-й тур, регулярный сезон, 08.04.2023 16:30",08.04.2023 16:30,Фрайбург,0,Бавария,1,1.05,3.33,10.0,23.0,2.0,8.0,7.0,2.0,36.0,64.0,2.0,6.0,11.0,13.0,1.0,3.0,2.0,2.0,0.0,0.0,84.0,133.0,30.0,59.0,330.0,690.0,69.0,86.0,17.0,12.0,13.0,11.0,12.0,20.0,+27°C,солнечно,"04.04, 21:45",6.0,1.2,2.0,2.0,1.0,"04.04, 21:45",13.0,2.6,3.0,0.0,2.0,7.4,5.1,1.49,2.38,1.53
81,1736907,"Бундеслига, 27-й тур, регулярный сезон, 08.04.2023 19:30",08.04.2023 19:30,Герта,0,РБ Лейпциг,1,0.63,2.3,11.0,18.0,1.0,6.0,5.0,1.0,35.0,65.0,4.0,4.0,12.0,13.0,0.0,3.0,4.0,3.0,0.0,0.0,106.0,135.0,33.0,52.0,222.0,540.0,68.0,86.0,12.0,11.0,33.0,32.0,15.0,13.0,+23°C,солнечно,"01.04, 16:30",9.0,1.8,1.0,2.0,2.0,"05.04, 21:45",5.0,1.0,2.0,0.0,3.0,5.2,3.75,1.69,1.93,1.93
82,1736908,"Бундеслига, 27-й тур, регулярный сезон, 08.04.2023 16:30",08.04.2023 16:30,Боруссия Дортмунд,2,Унион Берлин,1,2.92,0.33,14.0,7.0,6.0,2.0,1.0,4.0,60.0,40.0,8.0,0.0,8.0,11.0,0.0,4.0,5.0,2.0,0.0,0.0,141.0,77.0,66.0,49.0,565.0,317.0,88.0,76.0,13.0,7.0,21.0,23.0,21.0,10.0,+21°C,солнечно,"05.04, 21:45",10.0,2.0,1.0,1.0,3.0,"04.04, 19:00",6.0,1.2,2.0,1.0,2.0,1.64,4.15,5.0,2.17,1.74
83,1736909,"Бундеслига, 27-й тур, регулярный сезон, 08.04.2023 16:30",08.04.2023 16:30,Аугсбург,1,Кёльн,3,0.95,1.84,13.0,11.0,1.0,5.0,2.0,0.0,52.0,48.0,6.0,1.0,5.0,11.0,4.0,8.0,3.0,4.0,0.0,0.0,111.0,108.0,64.0,43.0,420.0,382.0,74.0,78.0,19.0,9.0,38.0,22.0,26.0,17.0,+22°C,переменная облачность,"01.04, 16:30",12.0,2.4,2.0,2.0,1.0,"02.04, 16:30",1.0,0.2,0.0,2.0,3.0,3.38,3.4,2.17,1.78,2.11
84,1736910,"Бундеслига, 27-й тур, регулярный сезон, 08.04.2023 16:30",08.04.2023 16:30,Байер,3,Айнтрахт Франкфурт,1,2.34,1.24,13.0,9.0,8.0,3.0,2.0,5.0,44.0,56.0,2.0,5.0,9.0,13.0,1.0,0.0,1.0,5.0,0.0,0.0,104.0,128.0,21.0,40.0,425.0,575.0,80.0,83.0,12.0,10.0,13.0,20.0,6.0,20.0,+27°C,солнечно,"01.04, 16:30",12.0,2.4,5.0,0.0,0.0,"04.04, 19:00",4.0,0.8,1.0,2.0,2.0,1.85,3.86,3.98,2.17,1.74
85,1736911,"Бундеслига, 27-й тур, регулярный сезон, 09.04.2023 16:30",09.04.2023 16:30,Боруссия М,2,Вольфсбург,0,1.66,1.04,13.0,9.0,6.0,2.0,2.0,4.0,44.0,56.0,5.0,8.0,12.0,11.0,2.0,2.0,0.0,1.0,0.0,0.0,76.0,141.0,33.0,51.0,375.0,479.0,80.0,82.0,11.0,14.0,20.0,17.0,12.0,31.0,+23°C,солнечно,"02.04, 16:30",2.0,0.4,0.0,3.0,2.0,"01.04, 16:30",8.0,1.6,2.0,3.0,0.0,2.42,3.74,2.7,2.35,1.64
86,1736912,"Бундеслига, 27-й тур, регулярный сезон, 09.04.2023 18:30",09.04.2023 18:30,Бохум,2,Штутгарт,3,2.46,2.65,11.0,14.0,5.0,7.0,4.0,3.0,55.0,45.0,7.0,4.0,12.0,8.0,2.0,0.0,3.0,3.0,0.0,0.0,119.0,105.0,43.0,46.0,462.0,372.0,78.0,76.0,5.0,13.0,25.0,26.0,19.0,18.0,+21°C,солнечно,"31.03, 21:30",4.0,0.8,2.0,1.0,2.0,"05.04, 19:30",4.0,0.8,2.0,1.0,2.0,3.1,3.25,2.38,1.73,2.18
87,1736913,"Бундеслига, 27-й тур, регулярный сезон, 09.04.2023 20:30",09.04.2023 20:30,Хоффенхайм,2,Шальке,0,2.56,0.88,15.0,10.0,4.0,3.0,3.0,2.0,47.0,53.0,9.0,8.0,14.0,13.0,2.0,1.0,3.0,0.0,0.0,0.0,103.0,102.0,54.0,52.0,270.0,336.0,73.0,78.0,12.0,15.0,28.0,25.0,20.0,25.0,+22°C,солнечно,"02.04, 18:30",6.0,1.2,2.0,0.0,3.0,"01.04, 16:30",7.0,1.4,2.0,2.0,1.0,1.88,3.84,3.86,2.14,1.76
88,1736914,"Бундеслига, 27-й тур, регулярный сезон, 08.04.2023 16:30",08.04.2023 16:30,Майнц,2,Вердер,2,2.15,1.2,16.0,9.0,10.0,4.0,2.0,8.0,49.0,51.0,1.0,2.0,11.0,22.0,3.0,1.0,1.0,5.0,0.0,0.0,130.0,104.0,67.0,27.0,430.0,415.0,74.0,77.0,23.0,14.0,22.0,10.0,29.0,17.0,+23°C,переменная облачность,"01.04, 16:30",10.0,2.0,3.0,2.0,0.0,"02.04, 18:30",9.0,1.8,1.0,1.0,3.0,1.67,4.05,4.9,2.04,1.83
89,1736915,"Бундеслига, 28-й тур, регулярный сезон, 15.04.2023 16:30",15.04.2023 16:30,Штутгарт,3,Боруссия Дортмунд,3,1.39,2.03,12.0,15.0,5.0,6.0,3.0,2.0,45.0,55.0,5.0,7.0,7.0,14.0,2.0,1.0,5.0,3.0,1.0,0.0,81.0,133.0,54.0,53.0,465.0,626.0,88.0,88.0,12.0,6.0,12.0,18.0,14.0,10.0,+22°C,солнечно,"09.04, 18:30",6.0,1.2,3.0,0.0,2.0,"08.04, 16:30",12.0,2.4,2.0,1.0,2.0,2.88,3.74,2.29,2.33,1.65
